number,source,year,fert_type,ISO,Town,ppp_price_kg,rel_price,longitude,latitude,acc50,acc100,acc250,distPort,popD,ral_pop,prec,crop_ha,nat_avg
2114,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,35.61563403,9.077029776,3.900000095,5.599999905,8.899999619,36.70000076,193.6766663,164.1999969,1724.020996,0.618028224,1.1
2214,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,35.61563403,9.077029776,3.900000095,5.599999905,8.899999619,36.70000076,193.6766663,164.1999969,1724.020996,0.618028224,1.1
2314,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,35.61563403,9.077029776,3.900000095,5.599999905,8.899999619,36.70000076,193.6766663,164.1999969,1724.020996,0.618028224,1.1
2414,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,35.61563403,9.077029776,3.900000095,5.599999905,8.899999619,36.70000076,193.6766663,164.1999969,1724.020996,0.618028224,1.1
2514,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,35.61563403,9.077029776,3.900000095,5.599999905,8.899999619,36.70000076,193.6766663,164.1999969,1724.020996,0.618028224,1.1
2614,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,35.61563403,9.077029776,3.900000095,5.599999905,8.899999619,36.70000076,193.6766663,164.1999969,1724.020996,0.618028224,1.1
2714,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,35.61563403,9.077029776,3.900000095,5.599999905,8.899999619,36.70000076,193.6766663,164.1999969,1724.020996,0.618028224,1.1
2814,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,35.61563403,9.077029776,3.900000095,5.599999905,8.899999619,36.70000076,193.6766663,164.1999969,1724.020996,0.618028224,1.1
2914,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,35.61563403,9.077029776,3.900000095,5.599999905,8.899999619,36.70000076,193.6766663,164.1999969,1724.020996,0.618028224,1.1
3014,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,35.61563403,9.077029776,3.900000095,5.599999905,8.899999619,36.70000076,193.6766663,164.1999969,1724.020996,0.618028224,1.1
3113,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,35.61563403,9.077029776,3.900000095,5.599999905,8.899999619,36.70000076,193.6766663,164.1999969,1724.020996,0.618028224,1.1
3213,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,35.64063213,8.169798247,4.599999905,4.800000191,9.399999619,37.79999924,95.25035858,91.90000153,1719.02124,0.776987076,1.1
3313,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,35.64063213,8.169798247,4.599999905,4.800000191,9.399999619,37.79999924,95.25035858,91.90000153,1719.02124,0.776987076,1.1
3413,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,35.64269762,8.661615558,4.400000095,5.5,9.399999619,39.20000076,22.9128685,26.79999924,1747.008179,0.458959788,1.1
3513,LSMS,2013,Urea,ETH,NA,1.104232591,1,35.64269762,8.661615558,4.400000095,5.5,9.399999619,39.20000076,22.9128685,26.79999924,1747.008179,0.458959788,1.1
3613,LSMS,2013,Urea,ETH,NA,1.104232591,1,35.64269762,8.661615558,4.400000095,5.5,9.399999619,39.20000076,22.9128685,26.79999924,1747.008179,0.458959788,1.1
3713,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,35.64269762,8.661615558,4.400000095,5.5,9.399999619,39.20000076,22.9128685,26.79999924,1747.008179,0.458959788,1.1
3813,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,35.77202181,6.94902911,13.80000019,13.80000019,19.20000076,38.09999847,151.0329742,135.5,1806.971924,0.977758706,1.1
3913,LSMS,2013,Urea,ETH,NA,0.934350654,0.846153846,35.84001229,7.672117014,19.70000076,19.89999962,24.5,56.20000076,71.71126556,70.19999695,1983.985962,0.168925732,1.1
4013,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,36.19741023,6.255045936,16.79999924,22.60000038,22.60000038,70.5,5.475475311,4.400000095,1305,0.556271315,1.1
4113,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.19741023,6.255045936,16.79999924,22.60000038,22.60000038,70.5,5.475475311,4.400000095,1305,0.556271315,1.1
4213,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.19741023,6.255045936,16.79999924,22.60000038,22.60000038,70.5,5.475475311,4.400000095,1305,0.556271315,1.1
4313,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,36.21943481,9.39137372,13.60000038,16.79999924,18.60000038,46.5,22.73724365,22.20000076,1431.006592,0.001704033,1.1
4413,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.21943481,9.39137372,13.60000038,16.79999924,18.60000038,46.5,22.73724365,22.20000076,1431.006592,0.001704033,1.1
4512,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.27201835,11.33232872,27.79999924,27.79999924,31.39999962,34.70000076,51.90128326,38.70000076,1647.000854,0.879178524,1.1
4613,LSMS,2013,Urea,ETH,NA,1.359055497,1.230769231,36.27201835,11.33232872,27.79999924,27.79999924,31.39999962,34.70000076,51.90128326,38.70000076,1647.000854,0.879178524,1.1
4714,LSMS,2013,Urea,ETH,NA,0.934350654,0.846153846,36.34229821,9.847086614,5.900000095,9.399999619,10.30000019,34.70000076,67.41901398,51.09999847,1827.992798,3.28E-10,1.1
4813,LSMS,2013,Urea,ETH,NA,1.443996466,1.307692308,36.34229821,9.847086614,5.900000095,9.399999619,10.30000019,34.70000076,67.41901398,51.09999847,1827.992798,3.28E-10,1.1
4913,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.37634332,11.11560864,17.5,17.5,22.70000076,24.5,46.83578491,33.90000153,1777,1.13E-09,1.1
5014,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.37634332,11.11560864,17.5,17.5,22.70000076,24.5,46.83578491,33.90000153,1777,1.13E-09,1.1
5113,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.37634332,11.11560864,17.5,17.5,22.70000076,24.5,46.83578491,33.90000153,1777,1.13E-09,1.1
5213,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.44297566,7.475567446,2.400000095,2.400000095,7.900000095,32.20000076,222.7718811,212,1649.997803,0.397294462,1.1
5313,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.44297566,7.475567446,2.400000095,2.400000095,7.900000095,32.20000076,222.7718811,212,1649.997803,0.397294462,1.1
5413,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.44297566,7.475567446,2.400000095,2.400000095,7.900000095,32.20000076,222.7718811,212,1649.997803,0.397294462,1.1
5513,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.44297566,7.475567446,2.400000095,2.400000095,7.900000095,32.20000076,222.7718811,212,1649.997803,0.397294462,1.1
5613,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.44297566,7.475567446,2.400000095,2.400000095,7.900000095,32.20000076,222.7718811,212,1649.997803,0.397294462,1.1
5713,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.44297566,7.475567446,2.400000095,2.400000095,7.900000095,32.20000076,222.7718811,212,1649.997803,0.397294462,1.1
5813,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.44297566,7.475567446,2.400000095,2.400000095,7.900000095,32.20000076,222.7718811,212,1649.997803,0.397294462,1.1
5913,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.44297566,7.475567446,2.400000095,2.400000095,7.900000095,32.20000076,222.7718811,212,1649.997803,0.397294462,1.1
6613,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.48444819,8.743045175,2.5,4,7.300000191,30.79999924,134.7205963,131.1999969,1711.038574,0.29114756,1.1
6713,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.57856356,5.901100613,4.800000191,12.30000019,12.30000019,49.29999924,105.7369995,70,1481.980591,0.666992128,1.1
6813,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.58921684,6.363915142,10.39999962,17.89999962,17.89999962,51.5,133.4519806,84,1560.97644,1,1.1
6913,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.60326853,6.333010356,6.5,14,14,48.5,271.4225464,121.0999985,1419.036621,0.976492584,1.1
7013,LSMS,2013,Urea,ETH,NA,1.443996466,1.307692308,36.60326853,6.333010356,6.5,14,14,48.5,271.4225464,121.0999985,1419.036621,0.976492584,1.1
7113,LSMS,2013,Urea,ETH,NA,1.443996466,1.307692308,36.60326853,6.333010356,6.5,14,14,48.5,271.4225464,121.0999985,1419.036621,0.976492584,1.1
7213,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.60774749,8.653678083,7.300000191,8.5,12.10000038,44.5,146.9575195,131.1999969,1631.998779,0.009149276,1.1
7313,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.60774749,8.653678083,7.300000191,8.5,12.10000038,44.5,146.9575195,131.1999969,1631.998779,0.009149276,1.1
7413,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.60774749,8.653678083,7.300000191,8.5,12.10000038,44.5,146.9575195,131.1999969,1631.998779,0.009149276,1.1
7513,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.60774749,8.653678083,7.300000191,8.5,12.10000038,44.5,146.9575195,131.1999969,1631.998779,0.009149276,1.1
7613,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.61093881,6.265634946,6.5,14,14,48.5,271.4225464,121.0999985,1419.036621,0.976492584,1.1
7713,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.61093881,6.265634946,6.5,14,14,48.5,271.4225464,121.0999985,1419.036621,0.976492584,1.1
7813,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.61093881,6.265634946,6.5,14,14,48.5,271.4225464,121.0999985,1419.036621,0.976492584,1.1
7913,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.6547551,10.93706961,5.300000191,5.300000191,10.60000038,23,217.1362305,151.8999939,1746.016113,0.834898829,1.1
8013,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.6547551,10.93706961,5.300000191,5.300000191,10.60000038,23,217.1362305,151.8999939,1746.016113,0.834898829,1.1
8113,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.6547551,10.93706961,5.300000191,5.300000191,10.60000038,23,217.1362305,151.8999939,1746.016113,0.834898829,1.1
8214,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.6547551,10.93706961,5.300000191,5.300000191,10.60000038,23,217.1362305,151.8999939,1746.016113,0.834898829,1.1
8312,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.6547551,10.93706961,5.300000191,5.300000191,10.60000038,23,217.1362305,151.8999939,1746.016113,0.834898829,1.1
8413,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,36.6547551,10.93706961,5.300000191,5.300000191,10.60000038,23,217.1362305,151.8999939,1746.016113,0.834898829,1.1
8513,LSMS,2013,Urea,ETH,NA,1.359055497,1.230769231,36.67597635,6.136308686,18.39999962,25.89999962,25.89999962,55.59999847,129.2444763,79.5,1648,1,1.1
8613,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,36.67597635,6.136308686,18.39999962,25.89999962,25.89999962,55.59999847,129.2444763,79.5,1648,1,1.1
8713,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.92553529,7.669123762,1.200000048,1.200000048,6.099999905,28,342.0135498,204.8000031,1741.958496,0.999992371,1.1
8813,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.92553529,7.669123762,1.200000048,1.200000048,6.099999905,28,342.0135498,204.8000031,1741.958496,0.999992371,1.1
8913,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.92553529,7.669123762,1.200000048,1.200000048,6.099999905,28,342.0135498,204.8000031,1741.958496,0.999992371,1.1
9014,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.92553529,7.669123762,1.200000048,1.200000048,6.099999905,28,342.0135498,204.8000031,1741.958496,0.999992371,1.1
9113,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.92553529,7.669123762,1.200000048,1.200000048,6.099999905,28,342.0135498,204.8000031,1741.958496,0.999992371,1.1
9213,LSMS,2013,Urea,ETH,NA,0.849409686,0.769230769,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
9313,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
9413,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
9513,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
9613,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
9714,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
9813,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
9913,LSMS,2013,Urea,ETH,NA,0.849409686,0.769230769,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
10013,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
10113,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
10213,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
10312,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.94969693,11.19134006,3.400000095,3.400000095,10.5,24.79999924,146.2087708,122.9000015,1544.017944,1,1.1
10413,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.95968793,11.28282106,1.899999976,1.899999976,8.899999619,20.60000038,166.6084442,147.5,1543.996216,1,1.1
10512,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.95968793,11.28282106,1.899999976,1.899999976,8.899999619,20.60000038,166.6084442,147.5,1543.996216,1,1.1
10612,LSMS,2013,Urea,ETH,NA,1.104232591,1,36.95968793,11.28282106,1.899999976,1.899999976,8.899999619,20.60000038,166.6084442,147.5,1543.996216,1,1.1
10712,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.95968793,11.28282106,1.899999976,1.899999976,8.899999619,20.60000038,166.6084442,147.5,1543.996216,1,1.1
10812,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.95968793,11.28282106,1.899999976,1.899999976,8.899999619,20.60000038,166.6084442,147.5,1543.996216,1,1.1
10912,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.95968793,11.28282106,1.899999976,1.899999976,8.899999619,20.60000038,166.6084442,147.5,1543.996216,1,1.1
11012,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.95968793,11.28282106,1.899999976,1.899999976,8.899999619,20.60000038,166.6084442,147.5,1543.996216,1,1.1
11112,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,36.95968793,11.28282106,1.899999976,1.899999976,8.899999619,20.60000038,166.6084442,147.5,1543.996216,1,1.1
11212,LSMS,2013,Urea,ETH,NA,0.849409686,0.769230769,37.0039729,10.934627,4.599999905,4.599999905,9.399999619,22.39999962,288.9959106,244.5,1871,1,1.1
11312,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.0039729,10.934627,4.599999905,4.599999905,9.399999619,22.39999962,288.9959106,244.5,1871,1,1.1
11412,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.0039729,10.934627,4.599999905,4.599999905,9.399999619,22.39999962,288.9959106,244.5,1871,1,1.1
11512,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.0039729,10.934627,4.599999905,4.599999905,9.399999619,22.39999962,288.9959106,244.5,1871,1,1.1
11612,LSMS,2013,Urea,ETH,NA,0.764468717,0.692307692,37.0039729,10.934627,4.599999905,4.599999905,9.399999619,22.39999962,288.9959106,244.5,1871,1,1.1
11712,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
11812,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
11912,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
12012,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
12112,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
12212,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
12312,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
12412,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
12512,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
12612,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
12712,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
12812,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.04261626,11.39627432,1.5,1.5,8.899999619,18.10000038,391.3969727,240.6000061,1484.003418,0.963606775,1.1
12912,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04481405,9.759138728,4.199999809,6.400000095,6.400000095,33.09999847,69.46586609,62.90000153,1705,0.989896357,1.1
13012,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04481405,9.759138728,4.199999809,6.400000095,6.400000095,33.09999847,69.46586609,62.90000153,1705,0.989896357,1.1
13113,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04481405,9.759138728,4.199999809,6.400000095,6.400000095,33.09999847,69.46586609,62.90000153,1705,0.989896357,1.1
13212,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.04481405,9.759138728,4.199999809,6.400000095,6.400000095,33.09999847,69.46586609,62.90000153,1705,0.989896357,1.1
13312,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04481405,9.759138728,4.199999809,6.400000095,6.400000095,33.09999847,69.46586609,62.90000153,1705,0.989896357,1.1
13412,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04481405,9.759138728,4.199999809,6.400000095,6.400000095,33.09999847,69.46586609,62.90000153,1705,0.989896357,1.1
13512,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.04481405,9.759138728,4.199999809,6.400000095,6.400000095,33.09999847,69.46586609,62.90000153,1705,0.989896357,1.1
13612,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.04496751,10.57737596,3.200000048,4,8,22,173.6071167,130.1999969,1534.989624,0.543538451,1.1
13712,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.04496751,10.57737596,3.200000048,4,8,22,173.6071167,130.1999969,1534.989624,0.543538451,1.1
13812,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.04496751,10.57737596,3.200000048,4,8,22,173.6071167,130.1999969,1534.989624,0.543538451,1.1
13912,LSMS,2013,Urea,ETH,NA,0.934350654,0.846153846,37.04496751,10.57737596,3.200000048,4,8,22,173.6071167,130.1999969,1534.989624,0.543538451,1.1
14012,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.04496751,10.57737596,3.200000048,4,8,22,173.6071167,130.1999969,1534.989624,0.543538451,1.1
14112,LSMS,2013,Urea,ETH,NA,0.934350654,0.846153846,37.04496751,10.57737596,3.200000048,4,8,22,173.6071167,130.1999969,1534.989624,0.543538451,1.1
14212,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.04496751,10.57737596,3.200000048,4,8,22,173.6071167,130.1999969,1534.989624,0.543538451,1.1
14313,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.04496751,10.57737596,3.200000048,4,8,22,173.6071167,130.1999969,1534.989624,0.543538451,1.1
14413,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.04496751,10.57737596,3.200000048,4,8,22,173.6071167,130.1999969,1534.989624,0.543538451,1.1
14512,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.06321453,8.643027549,10.5,10.5,12.60000038,34,55.10179138,75.59999847,1594,0.204540089,1.1
14612,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.06321453,8.643027549,10.5,10.5,12.60000038,34,55.10179138,75.59999847,1594,0.204540089,1.1
14712,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.06321453,8.643027549,10.5,10.5,12.60000038,34,55.10179138,75.59999847,1594,0.204540089,1.1
14812,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.06321453,8.643027549,10.5,10.5,12.60000038,34,55.10179138,75.59999847,1594,0.204540089,1.1
14912,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.06442328,10.82933732,3.200000048,3.599999905,8,20.39999962,213.293869,229.1999969,1701,1,1.1
15012,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.06442328,10.82933732,3.200000048,3.599999905,8,20.39999962,213.293869,229.1999969,1701,1,1.1
15112,LSMS,2013,Urea,ETH,NA,1.274114529,1.153846154,37.06442328,10.82933732,3.200000048,3.599999905,8,20.39999962,213.293869,229.1999969,1701,1,1.1
15212,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.06442328,10.82933732,3.200000048,3.599999905,8,20.39999962,213.293869,229.1999969,1701,1,1.1
15312,LSMS,2013,Urea,ETH,NA,1.104232591,1,37.06442328,10.82933732,3.200000048,3.599999905,8,20.39999962,213.293869,229.1999969,1701,1,1.1
15412,LSMS,2013,Urea,ETH,NA,0.934350654,0.846153846,37.06442328,10.82933732,3.200000048,3.599999905,8,20.39999962,213.293869,229.1999969,1701,1,1.1
15513,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.06442328,10.82933732,3.200000048,3.599999905,8,20.39999962,213.293869,229.1999969,1701,1,1.1
15612,LSMS,2013,Urea,ETH,NA,0.934350654,0.846153846,37.07037898,11.06366245,7.800000191,7.800000191,13.60000038,28.39999962,244.5271454,229,1692.014893,1,1.1
15713,LSMS,2013,Urea,ETH,NA,0.934350654,0.846153846,37.07037898,11.06366245,7.800000191,7.800000191,13.60000038,28.39999962,244.5271454,229,1692.014893,1,1.1
15812,LSMS,2013,Urea,ETH,NA,0.934350654,0.846153846,37.07037898,11.06366245,7.800000191,7.800000191,13.60000038,28.39999962,244.5271454,229,1692.014893,1,1.1
15912,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.07037898,11.06366245,7.800000191,7.800000191,13.60000038,28.39999962,244.5271454,229,1692.014893,1,1.1
16012,LSMS,2013,Urea,ETH,NA,0.934350654,0.846153846,37.07037898,11.06366245,7.800000191,7.800000191,13.60000038,28.39999962,244.5271454,229,1692.014893,1,1.1
16112,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.08182486,7.547830776,9.399999619,9.399999619,14.10000038,37.20000076,131.5990295,190.8999939,1503.003662,0.941885769,1.1
16212,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.08182486,7.547830776,9.399999619,9.399999619,14.10000038,37.20000076,131.5990295,190.8999939,1503.003662,0.941885769,1.1
16312,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.08182486,7.547830776,9.399999619,9.399999619,14.10000038,37.20000076,131.5990295,190.8999939,1503.003662,0.941885769,1.1
16412,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.08182486,7.547830776,9.399999619,9.399999619,14.10000038,37.20000076,131.5990295,190.8999939,1503.003662,0.941885769,1.1
16513,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.08182486,7.547830776,9.399999619,9.399999619,14.10000038,37.20000076,131.5990295,190.8999939,1503.003662,0.941885769,1.1
16612,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.08182486,7.547830776,9.399999619,9.399999619,14.10000038,37.20000076,131.5990295,190.8999939,1503.003662,0.941885769,1.1
16712,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.08182486,7.547830776,9.399999619,9.399999619,14.10000038,37.20000076,131.5990295,190.8999939,1503.003662,0.941885769,1.1
16812,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.08182486,7.547830776,9.399999619,9.399999619,14.10000038,37.20000076,131.5990295,190.8999939,1503.003662,0.941885769,1.1
16912,LSMS,2013,Urea,ETH,NA,1.18917356,1.076923077,37.08182486,7.547830776,9.399999619,9.399999619,14.10000038,37.20000076,131.5990295,190.8999939,1503.003662,0.941885769,1.1
17012,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.10328125,11.65147082,2.799999952,2.799999952,10.89999962,24.10000038,185.4438324,146.5,1451.998535,0.923275769,1.1
17112,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.10328125,11.65147082,2.799999952,2.799999952,10.89999962,24.10000038,185.4438324,146.5,1451.998535,0.923275769,1.1
17213,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.10328125,11.65147082,2.799999952,2.799999952,10.89999962,24.10000038,185.4438324,146.5,1451.998535,0.923275769,1.1
17312,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.10328125,11.65147082,2.799999952,2.799999952,10.89999962,24.10000038,185.4438324,146.5,1451.998535,0.923275769,1.1
17412,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.10328125,11.65147082,2.799999952,2.799999952,10.89999962,24.10000038,185.4438324,146.5,1451.998535,0.923275769,1.1
17512,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.10328125,11.65147082,2.799999952,2.799999952,10.89999962,24.10000038,185.4438324,146.5,1451.998535,0.923275769,1.1
17612,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.10328125,11.65147082,2.799999952,2.799999952,10.89999962,24.10000038,185.4438324,146.5,1451.998535,0.923275769,1.1
17712,LSMS,2013,Urea,ETH,NA,1.019291623,0.923076923,37.10328125,11.65147082,2.799999952,2.799999952,10.89999962,24.10000038,185.4438324,146.5,1451.998535,0.923275769,1.1
